City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
288,coahuayana,18.7333,-103.6833,90.19,37,53,7.67,MX,1680543246
289,gilbues,-9.8317,-45.3439,84.0,52,63,4.16,BR,1680543247
290,havoysund,70.9963,24.6622,32.23,73,95,17.54,NO,1680543247
291,hollins,37.3413,-79.9431,69.19,47,40,4.0,US,1680543247
292,tautira,-17.7333,-149.15,81.23,73,78,4.88,PF,1680543248
293,quatre cocos,-20.2078,57.7625,79.09,80,64,7.96,MU,1680543248
294,wattegama,6.7989,81.4808,74.23,93,82,1.39,LK,1680543249
295,norman wells,65.282,-126.8329,14.04,85,75,4.61,CA,1680543225
296,avarua,-21.2078,-159.775,77.05,69,95,6.91,CK,1680543249
297,mezen,65.8522,44.24,10.54,96,29,4.85,RU,1680543250
298,howard springs,-12.497,131.047,78.71,97,80,2.13,AU,1680543250
299,alofi,-19.0595,-169.9187,76.89,94,75,9.22,NU,1680543250
300,petrolina de goias,-16.095,-49.3381,79.9,71,77,4.45,BR,1680543250
301,maldonado,-34.6667,-54.9167,67.39,83,100,4.27,UY,1680543251
302,japura,-0.3167,102.35,73.92,97,100,2.15,ID,1680543251
303,knysna,-34.0363,23.0471,61.72,91,43,5.95,ZA,1680543251
304,lucea,18.451,-78.1736,84.06,68,4,13.73,JM,1680543251
305,saint george,37.1041,-113.5841,60.26,38,100,15.99,US,1680543125
306,pisco,-13.7,-76.2167,77.05,83,0,11.5,PE,1680543126
307,chokurdakh,70.6333,147.9167,6.55,95,100,10.0,RU,1680543252
308,karpathos,35.507,27.2132,62.56,88,0,26.46,GR,1680543252
309,saldanha,-33.0117,17.9442,66.25,86,46,9.53,ZA,1680543094
310,eureka,40.8021,-124.1637,47.19,83,89,1.99,US,1680543252
311,bilma,18.6853,12.9164,84.49,4,100,7.09,NE,1680543253
312,pinheiro machado,-31.5783,-53.3811,77.5,37,64,6.89,BR,1680543253
313,codrington,-38.2667,141.9667,51.3,91,43,4.43,AU,1680543253
314,banda aceh,5.5577,95.3222,78.66,81,94,1.23,ID,1680543253
315,shahrud,36.4182,54.9763,46.67,52,9,4.63,IR,1680543254
316,cairns,-16.9167,145.7667,75.15,97,87,0.0,AU,1680543254
317,najran,17.4924,44.1277,72.25,34,24,11.74,SA,1680543254
318,roald,62.5833,6.1333,45.52,75,75,11.5,NO,1680543254
319,pangnirtung,66.1451,-65.7125,1.4,78,20,9.22,CA,1680543255
320,naryan-mar,67.6713,53.087,5.65,94,7,7.16,RU,1680543255
321,awjilah,29.1081,21.2869,71.31,34,7,15.9,LY,1680543256
322,puerto ayacucho,5.6639,-67.6236,97.09,32,41,2.59,VE,1680543258
323,cabo san lucas,22.8909,-109.9124,82.06,45,75,3.44,MX,1680543014
324,bilibino,68.0546,166.4372,-28.53,99,58,3.83,RU,1680543259
325,puerto leguizamo,-0.1934,-74.7819,89.15,49,48,5.86,CO,1680543259
326,sheridan,44.8333,-106.9173,35.31,57,0,6.91,US,1680543069
327,sfantu gheorghe,45.8667,25.7833,42.93,91,98,9.28,RO,1680543260
328,karwar,14.8,74.1333,74.28,76,22,9.04,IN,1680543260
329,samfya,-11.3649,29.5565,67.01,89,85,5.21,ZM,1680543261
330,bandarbeyla,9.4942,50.8122,81.88,73,3,12.03,SO,1680543262
331,dali,25.7,100.1833,48.04,78,6,6.22,CN,1680543262
332,new richmond,45.123,-92.5366,42.94,81,0,4.61,US,1680543263
333,sistranda,63.7256,8.834,39.16,87,100,24.14,NO,1680543263
334,atambua,-9.1061,124.8925,71.96,89,92,3.09,ID,1680543263
335,shingu,33.7333,135.9833,56.26,78,98,2.84,JP,1680543264
336,praia da vitoria,38.7333,-27.0667,64.65,68,75,6.87,PT,1680543264
337,college,64.8569,-147.8028,17.2,84,40,3.44,US,1680543264
338,mildura,-34.2,142.15,59.54,35,0,6.2,AU,1680543093
339,baiyin,36.5583,104.2081,35.74,85,98,5.14,CN,1680543265
340,matay,28.419,30.7792,75.79,12,0,7.09,EG,1680543265
341,manokwari,-0.8667,134.0833,77.45,84,99,3.36,ID,1680543266
342,ikongo,-21.8833,47.4333,71.53,99,90,0.65,MG,1680543266
343,raga,8.4596,25.678,85.98,14,19,3.44,SS,1680543266
344,queimadas,-10.9783,-39.6264,94.71,25,42,11.07,BR,1680543267
345,samarinda,-0.5,117.15,74.35,98,96,1.32,ID,1680543267
346,walvis bay,-22.9575,14.5053,70.75,64,6,12.66,NA,1680543267
347,lincoln,40.8,-96.667,57.11,33,100,17.27,US,1680542979
348,wellington,-41.2866,174.7756,48.58,94,5,3.44,NZ,1680543000
349,port-cartier,50.0334,-66.8654,29.75,62,44,6.71,CA,1680543268
350,berdsk,54.7551,83.0967,33.4,84,100,6.31,RU,1680543268
351,berlevag,70.8578,29.0864,30.2,69,100,27.63,NO,1680543268
352,qaanaaq,77.484,-69.3632,-7.38,73,0,1.88,GL,1680543269
353,ishigaki,24.3448,124.1572,73.53,68,100,12.66,JP,1680543269
354,killybegs,54.6333,-8.45,53.31,77,100,17.22,IE,1680543271
355,santa rosa,14.3122,121.1114,82.38,86,16,6.93,PH,1680543272
356,hargeysa,9.56,44.065,72.7,69,94,3.85,SO,1680543272
357,dhidhdhoo,6.8833,73.1,82.47,70,75,8.34,MV,1680543272
358,gravdal,68.1214,13.5031,39.09,75,75,11.5,NO,1680543272
359,charlestown,-32.95,151.6667,65.73,90,68,4.72,AU,1680543163
360,tekeli,44.83,78.8239,40.35,43,0,10.33,KZ,1680543273
361,ostroleka,53.0862,21.5757,38.93,69,87,13.49,PL,1680543273
362,yurimaguas,-5.9,-76.0833,84.36,74,40,8.05,PE,1680543273
363,santander,43.4647,-3.8044,56.71,72,0,15.99,ES,1680543274
364,lagoa,39.05,-27.9833,58.24,70,95,13.09,PT,1680543274
365,waipawa,-41.4122,175.5153,45.09,90,4,3.78,NZ,1680543274
366,conde,-7.2597,-34.9075,87.26,62,40,12.66,BR,1680543159
367,alexandria,31.2156,29.9553,66.58,68,0,12.64,EG,1680543039
368,sept-iles,50.2001,-66.3821,29.05,55,40,17.27,CA,1680543007
369,guerrero negro,27.9769,-114.0611,61.09,67,96,21.18,MX,1680543275
370,fare,-16.7,-151.0167,81.41,69,57,3.15,PF,1680543275
371,dunedin,-45.8742,170.5036,54.81,73,89,5.08,NZ,1680543046
372,mizan teferi,6.9833,35.5833,66.24,77,90,3.83,ET,1680543275
373,ouesso,1.6136,16.0517,79.34,71,87,3.27,CG,1680543275
374,ahipara,-35.1667,173.1667,60.75,66,16,11.14,NZ,1680543276
375,lanigan,51.8501,-105.0344,8.49,80,100,8.34,CA,1680543276
376,daru,-9.0763,143.2092,76.5,90,100,1.74,PG,1680543276
377,belaya gora,68.5333,146.4167,-1.35,91,98,6.64,RU,1680543277
378,manta,-0.95,-80.7333,85.78,74,40,4.61,EC,1680542981
379,burnie,-41.0667,145.9167,48.94,97,95,4.85,AU,1680543113
380,dawlatabad,36.4141,64.9053,56.48,65,23,3.69,AF,1680543277
381,caucaia,-3.7361,-38.6531,85.95,74,40,9.22,BR,1680543055
382,santa maria visitacion,14.7167,-91.3167,78.4,44,33,8.5,GT,1680543277
383,yarmouth,41.7057,-70.2286,50.65,52,0,12.66,US,1680543252
384,lasa,46.6166,10.7002,47.28,91,31,7.07,IT,1680543278
385,piacabucu,-10.4056,-36.4344,83.91,65,99,9.84,BR,1680543278
386,manoel urbano,-8.8389,-69.2597,81.91,81,93,4.07,BR,1680543278
387,kaltan,53.5347,87.2457,31.08,85,100,2.42,RU,1680543278
388,port hardy,50.6996,-127.4199,42.8,81,75,9.22,CA,1680543259
389,klyuchevskiy,53.5317,119.4519,5.4,87,84,4.38,RU,1680543279
390,surt,31.2089,16.5887,65.1,53,7,23.91,LY,1680543279
391,lompoc,34.6391,-120.4579,56.01,53,20,20.71,US,1680543279
392,fort nelson,58.8053,-122.7002,26.19,63,75,9.22,CA,1680543007
393,monrovia,6.3005,-10.7969,87.57,74,94,8.12,LR,1680543180
394,marzuq,14.4,46.4667,75.47,67,99,6.49,YE,1680543281
395,te anau,-45.4167,167.7167,47.25,93,54,0.34,NZ,1680543281
396,kutum,14.2,24.6667,80.33,12,53,7.38,SD,1680543281
397,mount isa,-20.7333,139.5,71.37,28,54,3.44,AU,1680543282
398,batagay-alyta,67.8006,130.4114,-4.45,88,83,6.98,RU,1680543282
399,bandarban,22.1965,92.2262,69.91,92,33,3.09,BD,1680543283
400,pitimbu,-7.4706,-34.8086,88.39,70,17,13.13,BR,1680543192
401,sao jose da coroa grande,-8.8978,-35.1478,83.23,65,18,9.8,BR,1680543284
402,san juan,-31.5375,-68.5364,79.84,38,24,10.09,AR,1680543284
403,maloy,61.9353,5.1136,42.73,71,94,17.52,NO,1680543284
404,yulara,-25.2406,130.9889,72.88,35,64,11.23,AU,1680543285
405,hamilton,39.1834,-84.5333,64.24,66,75,6.91,US,1680543213
406,tateyama,34.9833,139.8667,50.36,61,5,10.49,JP,1680543285
407,rengo,-34.4167,-70.8667,77.32,26,100,5.3,CL,1680543285
408,lazaro cardenas,17.9583,-102.2,85.12,48,13,8.93,MX,1680543286
409,cao bang,22.6667,106.25,72.54,96,37,4.61,VN,1680543286
410,orsta,62.2029,6.1272,44.96,49,40,5.75,NO,1680543287
411,labuhan,-6.8844,112.2051,77.29,84,94,7.16,ID,1680543287
412,gambela,8.25,34.5833,87.78,22,4,2.84,ET,1680543287
413,adrar,20.5022,-10.0711,92.71,5,0,9.33,MR,1680543288
414,daytona beach,29.2108,-81.0228,87.12,79,75,14.97,US,1680543000
415,yar-sale,66.8333,70.8333,-11.79,98,14,8.97,RU,1680543289
416,gotsu,35.0,132.2167,52.48,67,58,5.03,JP,1680542995
417,severo-kurilsk,50.6789,156.125,31.98,88,74,12.12,RU,1680543289
418,irtyshskiy,58.3333,68.1333,31.32,94,100,3.78,RU,1680543290
419,brae,60.3964,-1.353,43.16,78,50,18.95,GB,1680543290
420,antofagasta,-23.65,-70.4,74.48,74,25,7.78,CL,1680543291
421,ivnya,51.0629,36.1343,44.69,92,100,5.46,RU,1680543291
422,hanstholm,57.1167,8.6167,40.05,64,67,6.93,DK,1680543292
423,bentiu,9.2333,29.8333,89.98,10,4,5.82,SS,1680543292
424,jarwal,27.1667,81.55,79.09,32,48,6.4,IN,1680543292
425,tomakomai,42.6369,141.6033,35.73,100,20,1.14,JP,1680543292
426,eyl,7.9803,49.8164,82.51,70,10,14.63,SO,1680543293
427,artyom,40.4723,50.333,48.34,86,7,2.93,AZ,1680543293
428,toronto,43.7001,-79.4163,59.16,42,75,25.32,CA,1680543190
429,waingapu,-9.6567,120.2641,77.56,85,100,1.34,ID,1680543293
430,nanortalik,60.1432,-45.2371,37.18,85,98,4.81,GL,1680543137
431,along,28.1667,94.7667,57.51,95,99,2.21,IN,1680543294
432,sandwick,60.0,-1.25,44.42,76,75,16.11,GB,1680543294
433,puerto montt,-41.4698,-72.9447,63.43,48,0,4.61,CL,1680543294
434,chimbote,-9.0853,-78.5783,82.92,66,88,9.35,PE,1680543294
435,egvekinot,66.3167,-179.1667,-15.61,90,81,9.57,RU,1680543295
436,iwanai,42.9744,140.5089,37.87,74,40,3.38,JP,1680543295
437,calvinia,-31.4707,19.776,61.16,53,1,6.82,ZA,1680543295
438,kalemie,-5.9475,29.1947,72.09,84,72,0.34,CD,1680543296
439,bambanglipuro,-7.95,110.2833,75.02,89,100,5.37,ID,1680543296
440,galle,6.0367,80.217,79.86,78,99,2.13,LK,1680543296
441,namatanai,-3.6667,152.4333,79.09,81,93,4.43,PG,1680543297
442,garoua boulai,5.8833,14.55,79.0,43,84,4.54,CM,1680543297
443,ugoofaaru,5.6667,73.0,82.2,72,14,8.63,MV,1680543297
444,gejiu,23.306,103.1635,55.4,55,35,2.28,CN,1680543297
445,sabha,27.0377,14.4283,68.79,9,0,10.33,LY,1680543298
446,lyubech,51.7026,30.6569,34.25,95,100,11.97,UA,1680543298
447,catamarca,-28.4696,-65.7852,78.78,62,76,1.01,AR,1680543298
448,mpraeso,6.5932,-0.7346,76.89,75,86,3.02,GH,1680543299
449,sabang,5.8933,95.3214,81.68,73,98,1.88,ID,1680543299
450,ngunguru,-35.6167,174.5,58.98,78,11,10.2,NZ,1680543299
451,buala,-8.145,159.5921,79.75,84,63,7.87,SB,1680543300
452,acajutla,13.5928,-89.8275,87.03,52,38,11.1,SV,1680543300
453,miramar,25.9873,-80.2323,89.02,60,40,13.8,US,1680543300
454,syumsi,57.1111,51.6149,39.52,82,21,5.08,RU,1680543300
455,bosaso,11.2842,49.1816,82.81,74,2,7.14,SO,1680543175
456,mut,36.6439,33.4389,61.18,62,40,5.14,TR,1680543301
457,iquitos,-3.7481,-73.2472,84.24,89,75,5.75,PE,1680543301
458,chipoka,-13.9933,34.5157,73.38,85,26,9.26,MW,1680543301
459,pemangkat,1.1667,108.9667,76.91,86,100,1.7,ID,1680543301
460,kara-tyube,44.6336,45.4369,53.42,66,99,12.15,RU,1680543302
461,nome,64.5011,-165.4064,3.27,92,0,0.0,US,1680543302
462,bonthe,7.5264,-12.505,83.98,69,40,10.94,SL,1680543302
463,akyab,20.15,92.9,77.9,80,8,6.42,MM,1680543303
464,carballo,43.213,-8.691,60.01,83,100,2.06,ES,1680543306
465,mitzic,0.7821,11.549,72.52,92,95,2.64,GA,1680543306
466,humberto de campos,-2.5983,-43.4611,77.47,88,100,6.49,BR,1680543306
467,dhanaula,30.2833,75.5833,68.0,52,1,5.55,IN,1680543307
468,goulburn,-34.75,149.7167,56.79,88,74,1.99,AU,1680543307
469,pacific grove,36.6177,-121.9166,53.38,57,0,27.0,US,1680543170
470,choma,-16.8065,26.9531,63.12,89,99,4.59,ZM,1680543308
471,junin,-34.5838,-60.9433,73.89,62,92,2.42,AR,1680543309
472,lokosovo,61.1333,74.8167,28.04,82,100,8.3,RU,1680543309
473,nagapattinam,10.7667,79.8333,81.7,82,0,10.45,IN,1680543309
474,pskov,57.8136,28.3496,31.91,80,100,7.0,RU,1680543310
475,ryde,50.73,-1.1621,55.17,72,1,11.99,GB,1680543310
476,warragul,-38.1667,145.9333,60.04,77,80,2.24,AU,1680543310
477,lavrentiya,65.5833,-171.0,4.05,95,100,6.53,RU,1680543249
478,yerbogachen,61.2767,108.0108,23.11,94,100,13.06,RU,1680543311
479,hovd,48.0056,91.6419,16.27,20,3,5.26,MN,1680543261
480,rio cuarto,-33.1307,-64.3499,73.67,83,75,8.05,AR,1680543311
481,chandler,33.3062,-111.8412,75.65,16,0,5.01,US,1680543083
482,mehamn,71.0357,27.8492,30.15,80,40,21.85,NO,1680543312
483,oriximina,-1.7656,-55.8661,81.18,78,87,2.51,BR,1680543312
484,grajau,-5.8194,-46.1386,79.68,84,100,3.53,BR,1680543312
485,kununurra,-15.7667,128.7333,76.98,83,51,3.44,AU,1680543312
486,svetlogorsk,52.6333,29.7333,33.01,98,100,11.01,BY,1680543313
487,namibe,-15.1961,12.1522,76.33,73,26,12.71,AO,1680543313
488,williams lake,52.1415,-122.1445,33.37,55,0,2.3,CA,1680543109
489,kinwat,19.6333,78.2,86.83,24,3,1.81,IN,1680543314
490,ostrovnoy,68.0531,39.5131,17.15,87,23,14.61,RU,1680543314
491,hurghada,27.2574,33.8129,80.64,32,0,6.91,EG,1680543314
492,enshi,30.3,109.4833,63.0,96,71,3.62,CN,1680543315
493,contai,21.7786,87.7536,79.97,82,2,13.04,IN,1680543315
494,hami,42.8,93.45,37.51,43,100,18.92,CN,1680543316
495,korla,41.7597,86.1469,34.77,27,59,5.32,CN,1680543316
496,mogocha,53.7333,119.7667,11.8,73,58,7.94,RU,1680543317
497,hay river,60.8156,-115.7999,8.56,72,75,9.22,CA,1680543317
498,barra patuca,15.8,-84.2833,84.2,60,42,15.03,HN,1680543317
499,kikwit,-5.041,18.8162,76.84,74,77,2.06,CD,1680543317
500,yuli,9.6989,10.2744,91.83,11,80,2.89,NG,1680543318
501,la union,-5.4,-80.75,85.14,64,100,5.14,PE,1680543318
502,kourou,5.1552,-52.6478,86.05,61,70,7.61,GF,1680543319
503,kabare,-2.4683,28.8242,62.67,96,92,2.75,CD,1680543319
504,jeremie,18.65,-74.1167,80.2,68,17,3.49,HT,1680543319
505,purranque,-40.9167,-73.1667,65.28,35,0,2.21,CL,1680543319
506,saint-denis,48.9167,2.3333,54.14,51,75,12.66,FR,1680543320
507,plessisville,46.2186,-71.762,36.28,76,100,11.7,CA,1680543036
508,chingirlau,51.095,54.0814,50.85,48,99,9.4,KZ,1680543321
509,yueyang,29.3333,113.0919,56.89,97,100,10.51,CN,1680543321
510,garden city,42.3256,-83.331,66.15,36,75,8.05,US,1680543268
511,los llanos de aridane,28.6585,-17.9182,68.13,79,20,19.57,ES,1680543322
512,itupiranga,-5.1347,-49.3267,88.12,96,100,2.8,BR,1680543322
513,panjab,34.388,67.0233,24.4,77,3,2.71,AF,1680543323
514,abu samrah,35.3029,37.1841,64.92,45,70,8.14,SY,1680543323
515,tari,12.4086,4.4914,93.33,6,53,8.95,NG,1680543324
516,strathpeffer,57.588,-4.5382,52.83,65,100,4.18,GB,1680543324
517,general artigas,-26.9333,-56.2167,96.3,21,4,3.02,PY,1680543324
518,cap malheureux,-19.9842,57.6142,79.47,73,54,3.0,MU,1680543324
519,tubuala,9.5167,-79.0333,79.88,83,98,11.27,PA,1680543326
520,vardo,70.3705,31.1107,28.38,80,100,31.07,NO,1680543221
521,cabedelo,-6.9811,-34.8339,88.47,70,35,12.77,BR,1680543326
522,chemal,51.4111,86.005,25.16,81,22,3.94,RU,1680543327
523,hobyo,5.3505,48.5268,83.44,71,3,14.99,SO,1680543327
524,hervey bay,-25.2986,152.8535,70.83,87,8,10.33,AU,1680543143
525,inndyr,67.0338,14.0276,39.24,98,100,10.56,NO,1680543328
526,chumikan,54.7183,135.315,24.24,93,100,8.19,RU,1680543329
527,celestun,20.8667,-90.4,88.18,52,51,4.0,MX,1680543329
528,starokostyantyniv,49.7576,27.2034,34.09,96,100,10.92,UA,1680543330
529,erzin,36.9559,36.2,60.22,68,59,5.61,TR,1680543330
530,jumla,29.2747,82.1838,44.55,93,79,2.98,NP,1680543330
531,rock sound,24.9,-76.2,76.93,72,21,7.43,BS,1680543075
532,rio grande,-32.035,-52.0986,80.71,60,51,11.27,BR,1680543331
533,avenal,36.0041,-120.129,49.77,41,4,18.57,US,1680543332
534,islamkot,24.6997,70.177,77.4,74,12,18.5,PK,1680543332
535,fort abbas,29.1925,72.8536,78.42,41,6,12.06,PK,1680543332
536,poum,-20.2333,164.0167,80.37,80,81,6.71,NC,1680543333
537,tual,-5.6667,132.75,80.76,77,100,4.23,ID,1680543333
538,ust-maya,60.4167,134.5333,19.85,95,100,6.44,RU,1680543333
539,port-gentil,-0.7193,8.7815,82.17,78,81,14.47,GA,1680543334
540,sibiti,-3.6819,13.3499,71.38,95,91,1.32,CG,1680543334
541,abapo,-18.8333,-63.4667,85.75,43,32,11.52,BO,1680543334
542,klaksvik,62.2266,-6.589,47.32,88,99,24.61,FO,1680543335
543,salinopolis,-0.6136,-47.3561,74.17,94,87,6.98,BR,1680543335
544,price,39.5994,-110.8107,54.12,30,100,18.41,US,1680543335
545,abu kamal,34.4506,40.9171,70.25,38,0,7.83,SY,1680543335
546,kahului,20.8947,-156.47,74.84,85,40,21.0,US,1680543158
547,milkovo,54.7167,158.6167,27.52,89,12,4.25,RU,1680543336
548,aitape,-3.1374,142.3475,77.58,84,94,4.0,PG,1680543336
549,cap-aux-meules,47.3821,-61.8597,30.25,55,20,21.85,CA,1680543336
550,mantua,45.1667,10.7833,58.15,57,82,5.99,IT,1680543337
551,lom sak,16.7798,101.2422,81.7,37,15,2.21,TH,1680543337
552,xichang,27.8964,102.2634,55.27,51,18,2.84,CN,1680543337
553,dalbandin,28.8947,64.4101,71.8,10,21,7.52,PK,1680543338
554,ankazoabo,-22.2833,44.5167,73.94,80,46,3.15,MG,1680543338
555,ibanda,-2.7974,32.4746,64.51,88,94,1.34,TZ,1680543339
556,vaitape,-16.5167,-151.75,81.41,72,67,5.06,PF,1680543339
557,san andres,12.5847,-81.7006,87.82,62,20,18.41,CO,1680543056
558,vancouver,49.2497,-123.1193,44.98,82,75,5.01,CA,1680543244
559,grand forks,47.9417,-97.4337,20.93,86,100,20.71,US,1680543186
560,faya,18.3851,42.4509,62.71,56,85,4.16,SA,1680543340
561,finschhafen,-6.6024,147.8681,78.15,80,100,5.91,PG,1680543340
562,serro,-18.6047,-43.3794,75.9,62,94,4.81,BR,1680543341
563,toora-khem,52.4675,96.11,9.09,95,90,2.55,RU,1680543342
564,karratha,-20.7377,116.8463,82.6,74,11,11.9,AU,1680543342
565,porto seguro,-16.4497,-39.0647,81.12,78,40,5.75,BR,1680543342
566,ellisras,-23.6649,27.7443,76.19,39,4,2.8,ZA,1680543343
567,makasar,-5.14,119.4221,77.05,83,20,1.14,ID,1680543191
568,coihaique,-45.5752,-72.0662,57.81,62,75,4.61,CL,1680543344
569,skeldon,5.8833,-57.1333,83.1,61,54,9.15,GY,1680543344
570,senno,59.5336,33.9167,30.25,98,100,6.33,RU,1680543344
571,ust-karsk,52.7011,118.8077,15.03,86,99,4.34,RU,1680543344
572,panguipulli,-39.6333,-72.3333,68.04,31,2,4.54,CL,1680543345
573,lata,40.1629,-8.3327,64.92,60,100,3.38,PT,1680543345
574,beringovskiy,63.05,179.3167,5.7,93,94,13.15,RU,1680543345
575,diamantino,-14.4086,-56.4461,82.06,74,61,7.49,BR,1680543346
576,baglung,28.2719,83.5898,59.41,72,73,4.09,NP,1680543346
577,zhigansk,66.7697,123.3711,14.79,95,99,14.63,RU,1680543346
578,iskitim,54.6366,83.3045,24.67,80,100,6.53,RU,1680543346
